Timestamp,Count,IR_raw,Red_raw,BPM,SpO2
2026-07-07T14:08:55.248733,209814,1157291,1157325,157.9,85.0
2026-07-07T14:08:55.249837,209815,1157285,1157330,157.9,85.0
2026-07-07T14:08:55.250137,209816,1157293,1157337,157.9,85.0
2026-07-07T14:08:55.250430,209817,1157304,1157329,157.9,85.0
2026-07-07T14:08:55.310727,209818,1157301,1157324,157.9,85.0
2026-07-07T14:08:55.311430,209819,1157287,1157323,157.9,85.0
2026-07-07T14:08:55.312803,209820,1157288,1157317,157.9,85.0
2026-07-07T14:08:55.313145,209821,1157286,1157313,157.9,85.0
2026-07-07T14:08:55.313469,209822,1157277,1157319,157.9,85.0
2026-07-07T14:08:55.313744,209823,1157272,1157316,157.9,85.0
2026-07-07T14:08:55.313999,209824,1157271,1157313,157.9,85.0
2026-07-07T14:08:55.372937,209825,1157263,1157315,157.9,85.0
2026-07-07T14:08:55.373358,209826,1157257,1157320,157.9,85.0
2026-07-07T14:08:55.373688,209827,1157258,1157307,157.9,85.0
2026-07-07T14:08:55.373979,209828,1157255,1157306,157.9,85.0
2026-07-07T14:08:55.374247,209829,1157247,1157311,157.9,85.0
2026-07-07T14:08:55.375025,209830,1157244,1157302,157.9,85.3
2026-07-07T14:08:55.433052,209831,1157251,1157313,157.9,85.3
2026-07-07T14:08:55.433476,209832,1157253,1157312,157.9,85.3
2026-07-07T14:08:55.433796,209833,1157257,1157308,157.9,85.3
2026-07-07T14:08:55.434095,209834,1157263,1157306,157.9,85.3
2026-07-07T14:08:55.434987,209835,1157261,1157312,157.9,85.3
2026-07-07T14:08:55.495578,209836,1157262,1157308,157.9,85.3
2026-07-07T14:08:55.496349,209837,1157253,1157307,157.9,85.3
2026-07-07T14:08:55.496956,209838,1157263,1157303,157.9,85.3
2026-07-07T14:08:55.497631,209839,1157264,1157303,157.9,85.3
2026-07-07T14:08:55.499072,209840,1157261,1157291,153.8,83.1
2026-07-07T14:08:55.499405,209841,1157259,1157300,153.8,83.1
2026-07-07T14:08:55.499878,209842,1157258,1157296,153.8,83.1
2026-07-07T14:08:55.555829,209843,1157260,1157293,153.8,83.1
2026-07-07T14:08:55.556104,209844,1157256,1157301,153.8,83.1
2026-07-07T14:08:55.556825,209845,1157269,1157291,146.3,85.3
2026-07-07T14:08:55.557080,209846,1157263,1157285,146.3,85.3
2026-07-07T14:08:55.557341,209847,1157248,1157293,146.3,85.3
2026-07-07T14:08:55.557552,209848,1157250,1157304,146.3,85.3
2026-07-07T14:08:55.620148,209849,1157260,1157301,146.3,85.3
2026-07-07T14:08:55.621948,209850,1157269,1157287,150.0,85.3
2026-07-07T14:08:55.622561,209851,1157263,1157288,150.0,85.3
2026-07-07T14:08:55.623290,209852,1157265,1157286,150.0,85.3
2026-07-07T14:08:55.623928,209853,1157257,1157277,150.0,85.3
2026-07-07T14:08:55.624498,209854,1157253,1157272,150.0,85.3
2026-07-07T14:08:55.625643,209855,1157257,1157271,150.0,85.3
2026-07-07T14:08:55.682320,209856,1157262,1157263,150.0,85.3
2026-07-07T14:08:55.683001,209857,1157253,1157257,150.0,85.3
2026-07-07T14:08:55.683428,209858,1157257,1157258,150.0,85.3
2026-07-07T14:08:55.683774,209859,1157249,1157255,150.0,85.3
2026-07-07T14:08:55.684981,209860,1157257,1157247,150.0,85.0
2026-07-07T14:08:55.685287,209861,1157262,1157244,150.0,85.0
2026-07-07T14:08:55.743073,209862,1157256,1157251,150.0,85.0
2026-07-07T14:08:55.743592,209863,1157251,1157253,150.0,85.0
2026-07-07T14:08:55.744167,209864,1157246,1157257,150.0,85.0
2026-07-07T14:08:55.745424,209865,1157253,1157263,150.0,85.0
2026-07-07T14:08:55.745873,209866,1157254,1157261,150.0,85.0
2026-07-07T14:08:55.746283,209867,1157255,1157262,150.0,85.0
2026-07-07T14:08:55.805875,209868,1157258,1157253,150.0,85.0
2026-07-07T14:08:55.806515,209869,1157245,1157263,150.0,85.0
2026-07-07T14:08:55.808123,209870,1157252,1157264,150.0,85.2
2026-07-07T14:08:55.808650,209871,1157242,1157261,150.0,85.2
2026-07-07T14:08:55.809133,209872,1157250,1157259,150.0,85.2
2026-07-07T14:08:55.809480,209873,1157254,1157258,150.0,85.2
2026-07-07T14:08:55.868058,209874,1157251,1157260,150.0,85.2
2026-07-07T14:08:55.870309,209875,1157240,1157256,157.9,85.8
2026-07-07T14:08:55.870796,209876,1157232,1157269,157.9,85.8
2026-07-07T14:08:55.871211,209877,1157236,1157263,157.9,85.8
2026-07-07T14:08:55.871585,209878,1157233,1157248,157.9,85.8
2026-07-07T14:08:55.871907,209879,1157236,1157250,157.9,85.8
2026-07-07T14:08:55.929071,209880,1157229,1157260,157.9,85.0
2026-07-07T14:08:55.929337,209881,1157230,1157269,157.9,85.0
2026-07-07T14:08:55.929689,209882,1157230,1157263,157.9,85.0
2026-07-07T14:08:55.929935,209883,1157245,1157265,157.9,85.0
2026-07-07T14:08:55.930147,209884,1157240,1157257,157.9,85.0
2026-07-07T14:08:55.930794,209885,1157242,1157253,157.9,85.0
2026-07-07T14:08:55.992538,209886,1157240,1157257,157.9,85.0
2026-07-07T14:08:55.993693,209887,1157233,1157262,157.9,85.0
2026-07-07T14:08:55.994640,209888,1157234,1157253,157.9,85.0
2026-07-07T14:08:55.995405,209889,1157230,1157257,157.9,85.0
2026-07-07T14:08:55.997402,209890,1157224,1157249,176.5,85.0
2026-07-07T14:08:55.997897,209891,1157221,1157257,176.5,85.0
2026-07-07T14:08:55.998308,209892,1157212,1157262,176.5,85.0
2026-07-07T14:08:56.052031,209893,1157204,1157256,176.5,85.0
2026-07-07T14:08:56.052567,209894,1157199,1157251,176.5,85.0
2026-07-07T14:08:56.054229,209895,1157198,1157246,162.2,85.0
2026-07-07T14:08:56.054799,209896,1157186,1157253,162.2,85.0
2026-07-07T14:08:56.055293,209897,1157186,1157254,162.2,85.0
2026-07-07T14:08:56.055726,209898,1157191,1157255,162.2,85.0
2026-07-07T14:08:56.115721,209899,1157180,1157258,162.2,85.0
2026-07-07T14:08:56.117140,209900,1157187,1157245,157.9,84.6
2026-07-07T14:08:56.117508,209901,1157189,1157252,157.9,84.6
2026-07-07T14:08:56.117808,209902,1157183,1157242,157.9,84.6
2026-07-07T14:08:56.118062,209903,1157188,1157250,157.9,84.6
2026-07-07T14:08:56.118298,209904,1157188,1157254,157.9,84.6
2026-07-07T14:08:56.177892,209905,1157193,1157251,157.9,84.7
2026-07-07T14:08:56.178339,209906,1157200,1157240,157.9,84.7
2026-07-07T14:08:56.178696,209907,1157201,1157232,157.9,84.7
2026-07-07T14:08:56.179066,209908,1157190,1157236,157.9,84.7
2026-07-07T14:08:56.179351,209909,1157187,1157233,157.9,84.7
2026-07-07T14:08:56.180184,209910,1157198,1157236,153.8,85.0
2026-07-07T14:08:56.237723,209911,1157196,1157229,153.8,85.0
2026-07-07T14:08:56.238253,209912,1157197,1157230,153.8,85.0
2026-07-07T14:08:56.238656,209913,1157193,1157230,153.8,85.0
2026-07-07T14:08:56.239070,209914,1157183,1157245,153.8,85.0
2026-07-07T14:08:56.240526,209915,1157184,1157240,150.0,85.0
2026-07-07T14:08:56.241021,209916,1157194,1157242,150.0,85.0
2026-07-07T14:08:56.297741,209917,1157202,1157240,150.0,85.0
2026-07-07T14:08:56.298291,209918,1157195,1157233,150.0,85.0
2026-07-07T14:08:56.298823,209919,1157194,1157234,150.0,85.0
2026-07-07T14:08:56.300227,209920,1157191,1157230,150.0,85.0
2026-07-07T14:08:56.300758,209921,1157177,1157224,150.0,85.0
2026-07-07T14:08:56.301203,209922,1157184,1157221,150.0,85.0
2026-07-07T14:08:56.359008,209923,1157177,1157212,150.0,85.0
2026-07-07T14:08:56.359488,209924,1157174,1157204,150.0,85.0
2026-07-07T14:08:56.360985,209925,1157173,1157199,150.0,85.0
2026-07-07T14:08:56.361504,209926,1157170,1157198,150.0,85.0
2026-07-07T14:08:56.361924,209927,1157171,1157186,150.0,85.0
2026-07-07T14:08:56.362234,209928,1157174,1157186,150.0,85.0
2026-07-07T14:08:56.362516,209929,1157164,1157191,150.0,85.0
2026-07-07T14:08:56.422764,209930,1157162,1157180,150.0,85.0
2026-07-07T14:08:56.423304,209931,1157166,1157187,150.0,85.0
2026-07-07T14:08:56.423698,209932,1157166,1157189,150.0,85.0
2026-07-07T14:08:56.424030,209933,1157159,1157183,150.0,85.0
2026-07-07T14:08:56.424331,209934,1157171,1157188,150.0,85.0
2026-07-07T14:08:56.483574,209935,1157165,1157188,150.0,85.0
2026-07-07T14:08:56.484227,209936,1157155,1157193,150.0,85.0
2026-07-07T14:08:56.484858,209937,1157155,1157200,150.0,85.0
2026-07-07T14:08:56.485456,209938,1157163,1157201,150.0,85.0
2026-07-07T14:08:56.486029,209939,1157159,1157190,150.0,85.0
2026-07-07T14:08:56.487504,209940,1157163,1157187,150.0,85.0
2026-07-07T14:08:56.487740,209941,1157158,1157198,150.0,85.0
2026-07-07T14:08:56.543604,209942,1157158,1157196,150.0,85.0
2026-07-07T14:08:56.544290,209943,1157151,1157197,150.0,85.0
2026-07-07T14:08:56.544803,209944,1157156,1157193,150.0,85.0
2026-07-07T14:08:56.546117,209945,1157156,1157183,157.9,84.9
2026-07-07T14:08:56.546465,209946,1157151,1157184,157.9,84.9
2026-07-07T14:08:56.546923,209947,1157145,1157194,157.9,84.9
2026-07-07T14:08:56.604393,209948,1157153,1157202,157.9,84.9
2026-07-07T14:08:56.605016,209949,1157157,1157195,157.9,84.9
2026-07-07T14:08:56.606189,209950,1157169,1157194,153.8,84.8
2026-07-07T14:08:56.606568,209951,1157162,1157191,153.8,84.8
2026-07-07T14:08:56.606908,209952,1157149,1157177,153.8,84.8
2026-07-07T14:08:56.607186,209953,1157151,1157184,153.8,84.8
2026-07-07T14:08:56.665331,209954,1157152,1157177,153.8,84.8
2026-07-07T14:08:56.666359,209955,1157149,1157174,,84.1
2026-07-07T14:08:56.666935,209956,1157146,1157173,,84.1
2026-07-07T14:08:56.667463,209957,1157150,1157170,,84.1
2026-07-07T14:08:56.667964,209958,1157141,1157171,,84.1
2026-07-07T14:08:56.668573,209959,1157135,1157174,,84.1
2026-07-07T14:08:56.727832,209960,1157140,1157164,153.8,84.1
2026-07-07T14:08:56.729067,209961,1157129,1157162,153.8,84.1
2026-07-07T14:08:56.730082,209962,1157122,1157166,153.8,84.1
2026-07-07T14:08:56.731014,209963,1157125,1157166,153.8,84.1
2026-07-07T14:08:56.731720,209964,1157116,1157159,153.8,84.1
2026-07-07T14:08:56.733168,209965,1157109,1157171,150.0,84.1
2026-07-07T14:08:56.733564,209966,1157105,1157165,150.0,84.1
2026-07-07T14:08:56.787793,209967,1157104,1157155,150.0,84.1
2026-07-07T14:08:56.788598,209968,1157112,1157155,150.0,84.1
2026-07-07T14:08:56.789101,209969,1157103,1157163,150.0,84.1
2026-07-07T14:08:56.790020,209970,1157106,1157159,150.0,84.1
2026-07-07T14:08:56.790440,209971,1157105,1157163,150.0,84.1
2026-07-07T14:08:56.849973,209972,1157103,1157158,150.0,84.1
2026-07-07T14:08:56.850600,209973,1157112,1157158,150.0,84.1
2026-07-07T14:08:56.851169,209974,1157107,1157151,150.0,84.1
2026-07-07T14:08:56.853087,209975,1157107,1157156,150.0,84.1
2026-07-07T14:08:56.853592,209976,1157102,1157156,150.0,84.1
2026-07-07T14:08:56.854083,209977,1157105,1157151,150.0,84.1
2026-07-07T14:08:56.912417,209978,1157099,1157145,150.0,84.1
2026-07-07T14:08:56.912742,209979,1157098,1157153,150.0,84.1
2026-07-07T14:08:56.913434,209980,1157096,1157157,150.0,84.5
2026-07-07T14:08:56.913714,209981,1157112,1157169,150.0,84.5
2026-07-07T14:08:56.913930,209982,1157111,1157162,150.0,84.5
2026-07-07T14:08:56.914126,209983,1157112,1157149,150.0,84.5
2026-07-07T14:08:56.914318,209984,1157099,1157151,150.0,84.5
2026-07-07T14:08:56.975069,209985,1157102,1157152,153.8,85.0
2026-07-07T14:08:56.975654,209986,1157096,1157149,153.8,85.0
2026-07-07T14:08:56.976097,209987,1157102,1157146,153.8,85.0
2026-07-07T14:08:56.976518,209988,1157104,1157150,153.8,85.0
2026-07-07T14:08:56.976891,209989,1157105,1157141,153.8,85.0
2026-07-07T14:08:56.977965,209990,1157103,1157135,150.0,85.0
2026-07-07T14:08:57.035704,209991,1157090,1157140,150.0,85.0
2026-07-07T14:08:57.036424,209992,1157098,1157129,150.0,85.0
2026-07-07T14:08:57.036941,209993,1157096,1157122,150.0,85.0
2026-07-07T14:08:57.037351,209994,1157088,1157125,150.0,85.0
2026-07-07T14:08:57.038924,209995,1157093,1157116,153.8,85.0
2026-07-07T14:08:57.039358,209996,1157096,1157109,153.8,85.0
2026-07-07T14:08:57.096090,209997,1157085,1157105,153.8,85.0
2026-07-07T14:08:57.096788,209998,1157091,1157104,153.8,85.0
2026-07-07T14:08:57.097498,209999,1157087,1157112,153.8,85.0
2026-07-07T14:08:57.098819,210000,1157093,1157103,153.8,85.0
2026-07-07T14:08:57.218497,210001,1157084,1157082,153.8,85.0
2026-07-07T14:08:57.218944,210002,1157082,1157084,153.8,85.0
2026-07-07T14:08:57.219236,210003,1157092,1157081,153.8,85.0
2026-07-07T14:08:57.219491,210004,1157085,1157085,153.8,85.0
2026-07-07T14:08:57.220324,210005,1157085,1157089,150.0,84.7
2026-07-07T14:08:57.220562,210006,1157087,1157082,150.0,84.7
2026-07-07T14:08:57.220818,210007,1157082,1157111,150.0,84.7
2026-07-07T14:08:57.221028,210008,1157111,1157111,150.0,84.7
2026-07-07T14:08:57.221223,210009,1157111,1157111,150.0,84.7
2026-07-07T14:08:57.221880,210010,1157111,1157111,153.8,81.9
2026-07-07T14:08:57.222110,210011,1157090,1157112,153.8,81.9
2026-07-07T14:08:57.222338,210012,1157079,1157099,153.8,81.9
2026-07-07T14:08:57.279531,210013,1157082,1157102,153.8,81.9
2026-07-07T14:08:57.280339,210014,1157079,1157096,153.8,81.9
2026-07-07T14:08:57.281963,210015,1157081,1157102,93.8,84.8
2026-07-07T14:08:57.282320,210016,1157077,1157104,93.8,84.8
2026-07-07T14:08:57.282656,210017,1157084,1157105,93.8,84.8
2026-07-07T14:08:57.282957,210018,1157082,1157103,93.8,84.8
2026-07-07T14:08:57.340769,210019,1157092,1157090,93.8,84.8
2026-07-07T14:08:57.342045,210020,1157074,1157098,93.8,84.8
2026-07-07T14:08:57.342641,210021,1157080,1157096,93.8,84.8
2026-07-07T14:08:57.343088,210022,1157083,1157088,93.8,84.8
2026-07-07T14:08:57.343535,210023,1157074,1157093,93.8,84.8
2026-07-07T14:08:57.401438,210024,1157079,1157096,93.8,84.8
2026-07-07T14:08:57.403374,210025,1157065,1157085,93.8,84.4
2026-07-07T14:08:57.403964,210026,1157057,1157091,93.8,84.4
2026-07-07T14:08:57.404418,210027,1157067,1157087,93.8,84.4
2026-07-07T14:08:57.404845,210028,1157065,1157093,93.8,84.4
2026-07-07T14:08:57.405173,210029,1157066,1157084,93.8,84.4
2026-07-07T14:08:57.405981,210030,1157061,1157082,93.8,84.4
2026-07-07T14:08:57.463560,210031,1157052,1157082,93.8,84.4
2026-07-07T14:08:57.464189,210032,1157056,1157084,93.8,84.4
2026-07-07T14:08:57.464629,210033,1157056,1157092,93.8,84.4
2026-07-07T14:08:57.465045,210034,1157059,1157081,93.8,84.4
2026-07-07T14:08:57.465971,210035,1157062,1157085,93.8,84.4
2026-07-07T14:08:57.466307,210036,1157062,1157085,93.8,84.4
2026-07-07T14:08:57.523191,210037,1157052,1157085,93.8,84.4
2026-07-07T14:08:57.523776,210038,1157046,1157089,93.8,84.4
2026-07-07T14:08:57.524243,210039,1157052,1157087,93.8,84.4
2026-07-07T14:08:57.525232,210040,1157054,1157082,93.8,84.2
2026-07-07T14:08:57.525619,210041,1157055,1157082,93.8,84.2
2026-07-07T14:08:57.525932,210042,1157051,1157090,93.8,84.2
2026-07-07T14:08:57.586564,210043,1157049,1157079,93.8,84.2
2026-07-07T14:08:57.594143,210044,1157045,1157082,93.8,84.2
2026-07-07T14:08:57.595426,210045,1157043,1157079,93.8,81.1
2026-07-07T14:08:57.595806,210046,1157045,1157081,93.8,81.1
2026-07-07T14:08:57.596125,210047,1157040,1157077,93.8,81.1
2026-07-07T14:08:57.596558,210048,1157040,1157084,93.8,81.1
2026-07-07T14:08:57.596987,210049,1157043,1157082,93.8,81.1
2026-07-07T14:08:57.648269,210050,1157043,1157092,93.8,84.5
2026-07-07T14:08:57.648592,210051,1157043,1157074,93.8,84.5
2026-07-07T14:08:57.648876,210052,1157043,1157080,93.8,84.5
2026-07-07T14:08:57.649144,210053,1157036,1157083,93.8,84.5
2026-07-07T14:08:57.649407,210054,1157040,1157074,93.8,84.5
2026-07-07T14:08:57.710658,210055,1157038,1157079,93.8,84.5
2026-07-07T14:08:57.711507,210056,1157042,1157065,93.8,84.5
2026-07-07T14:08:57.712285,210057,1157045,1157057,93.8,84.5
2026-07-07T14:08:57.713015,210058,1157035,1157067,93.8,84.5
2026-07-07T14:08:57.713677,210059,1157037,1157065,93.8,84.5
2026-07-07T14:08:57.715069,210060,1157038,1157066,93.8,84.5
2026-07-07T14:08:57.715284,210061,1157042,1157061,93.8,84.5
2026-07-07T14:08:57.771307,210062,1157043,1157052,93.8,84.5
2026-07-07T14:08:57.772056,210063,1157029,1157056,93.8,84.5
2026-07-07T14:08:57.772666,210064,1157033,1157056,93.8,84.5
2026-07-07T14:08:57.773950,210065,1157027,1157059,93.8,84.5
2026-07-07T14:08:57.774322,210066,1157033,1157062,93.8,84.5
2026-07-07T14:08:57.774637,210067,1157042,1157062,93.8,84.5
2026-07-07T14:08:57.832617,210068,1157039,1157052,93.8,84.5
2026-07-07T14:08:57.832888,210069,1157032,1157046,93.8,84.5
2026-07-07T14:08:57.833467,210070,1157029,1157052,93.8,84.5
2026-07-07T14:08:57.833687,210071,1157026,1157054,93.8,84.5
2026-07-07T14:08:57.833902,210072,1157025,1157055,93.8,84.5
2026-07-07T14:08:57.834112,210073,1157029,1157051,93.8,84.5
2026-07-07T14:08:57.895803,210074,1157026,1157049,93.8,84.5
2026-07-07T14:08:57.896926,210075,1157024,1157045,93.8,84.5
2026-07-07T14:08:57.897334,210076,1157020,1157043,93.8,84.5
2026-07-07T14:08:57.897673,210077,1157027,1157045,93.8,84.5
2026-07-07T14:08:57.898012,210078,1157028,1157040,93.8,84.5
2026-07-07T14:08:57.898743,210079,1157022,1157040,93.8,84.5
2026-07-07T14:08:57.959148,210080,1157018,1157043,93.8,84.5
2026-07-07T14:08:57.959929,210081,1157027,1157043,93.8,84.5
2026-07-07T14:08:57.960491,210082,1157025,1157043,93.8,84.5
2026-07-07T14:08:57.960923,210083,1157019,1157043,93.8,84.5
2026-07-07T14:08:57.961304,210084,1157013,1157036,93.8,84.5
2026-07-07T14:08:57.962407,210085,1157011,1157040,93.8,84.5
2026-07-07T14:08:58.021048,210086,1157011,1157038,93.8,84.5
2026-07-07T14:08:58.021858,210087,1157012,1157042,93.8,84.5
2026-07-07T14:08:58.022473,210088,1157014,1157045,93.8,84.5
2026-07-07T14:08:58.023090,210089,1157016,1157035,93.8,84.5
2026-07-07T14:08:58.024114,210090,1157004,1157037,93.8,83.6
2026-07-07T14:08:58.024597,210091,1157002,1157038,93.8,83.6
2026-07-07T14:08:58.080516,210092,1156997,1157042,93.8,83.6
2026-07-07T14:08:58.081051,210093,1156997,1157043,93.8,83.6
2026-07-07T14:08:58.081533,210094,1157001,1157029,93.8,83.6
2026-07-07T14:08:58.083110,210095,1156992,1157033,93.8,80.8
2026-07-07T14:08:58.083651,210096,1156987,1157027,93.8,80.8
2026-07-07T14:08:58.084101,210097,1156977,1157033,93.8,80.8
2026-07-07T14:08:58.142376,210098,1156976,1157042,93.8,80.8
2026-07-07T14:08:58.143197,210099,1156984,1157039,93.8,80.8
2026-07-07T14:08:58.144423,210100,1156981,1157032,93.8,81.0
2026-07-07T14:08:58.144825,210101,1156974,1157029,93.8,81.0
2026-07-07T14:08:58.145191,210102,1156974,1157026,93.8,81.0
2026-07-07T14:08:58.145521,210103,1156978,1157025,93.8,81.0
2026-07-07T14:08:58.145812,210104,1156969,1157029,93.8,81.0
2026-07-07T14:08:58.203498,210105,1156962,1157026,93.8,80.8
2026-07-07T14:08:58.203823,210106,1156970,1157024,93.8,80.8
2026-07-07T14:08:58.204047,210107,1156967,1157020,93.8,80.8
2026-07-07T14:08:58.204247,210108,1156965,1157027,93.8,80.8
2026-07-07T14:08:58.204443,210109,1156973,1157028,93.8,80.8
2026-07-07T14:08:58.204928,210110,1156960,1157022,93.8,80.7
2026-07-07T14:08:58.265109,210111,1156962,1157018,93.8,80.7
2026-07-07T14:08:58.265874,210112,1156967,1157027,93.8,80.7
2026-07-07T14:08:58.266345,210113,1156959,1157025,93.8,80.7
2026-07-07T14:08:58.266723,210114,1156971,1157019,93.8,80.7
2026-07-07T14:08:58.267711,210115,1156960,1157013,101.7,80.8
2026-07-07T14:08:58.268142,210116,1156975,1157011,101.7,80.8
2026-07-07T14:08:58.325428,210117,1156977,1157011,101.7,80.8
2026-07-07T14:08:58.325779,210118,1156959,1157012,101.7,80.8
2026-07-07T14:08:58.326001,210119,1156964,1157014,101.7,80.8
2026-07-07T14:08:58.326557,210120,1156967,1157016,101.7,80.8
2026-07-07T14:08:58.326775,210121,1156969,1157004,101.7,80.8
2026-07-07T14:08:58.326975,210122,1156961,1157002,101.7,80.8
2026-07-07T14:08:58.386052,210123,1156955,1156997,101.7,80.8
2026-07-07T14:08:58.386579,210124,1156952,1156997,101.7,80.8
2026-07-07T14:08:58.387435,210125,1156946,1157001,101.7,80.8
2026-07-07T14:08:58.387743,210126,1156949,1156992,101.7,80.8
2026-07-07T14:08:58.388005,210127,1156947,1156987,101.7,80.8
2026-07-07T14:08:58.388241,210128,1156948,1156977,101.7,80.8
2026-07-07T14:08:58.448127,210129,1156945,1156976,101.7,80.8
2026-07-07T14:08:58.449688,210130,1156947,1156984,101.7,80.8
2026-07-07T14:08:58.450109,210131,1156950,1156981,101.7,80.8
2026-07-07T14:08:58.450447,210132,1156958,1156974,101.7,80.8
2026-07-07T14:08:58.450786,210133,1156956,1156974,101.7,80.8
2026-07-07T14:08:58.451081,210134,1156961,1156978,101.7,80.8
2026-07-07T14:08:58.510522,210135,1156946,1156969,101.7,80.8
2026-07-07T14:08:58.511251,210136,1156954,1156962,101.7,80.8
2026-07-07T14:08:58.512340,210137,1156954,1156970,101.7,80.8
2026-07-07T14:08:58.513062,210138,1156946,1156967,101.7,80.8
2026-07-07T14:08:58.513724,210139,1156956,1156965,101.7,80.8
2026-07-07T14:08:58.515023,210140,1156948,1156973,101.7,80.8
2026-07-07T14:08:58.515725,210141,1156950,1156960,101.7,80.8
2026-07-07T14:08:58.569023,210142,1156948,1156962,101.7,80.8
2026-07-07T14:08:58.569563,210143,1156941,1156967,101.7,80.8
2026-07-07T14:08:58.569994,210144,1156935,1156959,101.7,80.8
2026-07-07T14:08:58.570874,210145,1156932,1156971,101.7,80.1
2026-07-07T14:08:58.571187,210146,1156939,1156960,101.7,80.1
2026-07-07T14:08:58.631997,210147,1156924,1156975,101.7,80.1
2026-07-07T14:08:58.632792,210148,1156935,1156977,101.7,80.1
2026-07-07T14:08:58.633332,210149,1156935,1156959,101.7,80.1
2026-07-07T14:08:58.634688,210150,1156932,1156964,111.1,80.9
2026-07-07T14:08:58.635372,210151,1156927,1156967,111.1,80.9
2026-07-07T14:08:58.636011,210152,1156924,1156969,111.1,80.9
2026-07-07T14:08:58.691567,210153,1156920,1156961,111.1,80.9
2026-07-07T14:08:58.692194,210154,1156930,1156955,111.1,80.9
2026-07-07T14:08:58.693247,210155,1156927,1156952,111.1,80.5
2026-07-07T14:08:58.693804,210156,1156924,1156946,111.1,80.5
2026-07-07T14:08:58.694230,210157,1156914,1156949,111.1,80.5
2026-07-07T14:08:58.694606,210158,1156917,1156947,111.1,80.5
2026-07-07T14:08:58.752285,210159,1156926,1156948,111.1,80.5
2026-07-07T14:08:58.754186,210160,1156918,1156945,,80.0
2026-07-07T14:08:58.754823,210161,1156912,1156947,,80.0
2026-07-07T14:08:58.755264,210162,1156910,1156950,,80.0
2026-07-07T14:08:58.755686,210163,1156901,1156958,,80.0
2026-07-07T14:08:58.756047,210164,1156912,1156956,,80.0
2026-07-07T14:08:58.756812,210165,1156913,1156961,,81.4
2026-07-07T14:08:58.815311,210166,1156909,1156946,,81.4
2026-07-07T14:08:58.816111,210167,1156903,1156954,,81.4
2026-07-07T14:08:58.816596,210168,1156893,1156954,,81.4
2026-07-07T14:08:58.817156,210169,1156889,1156946,,81.4
2026-07-07T14:08:58.818082,210170,1156891,1156956,,80.0
2026-07-07T14:08:58.818501,210171,1156887,1156948,,80.0
2026-07-07T14:08:58.875512,210172,1156890,1156950,,80.0
2026-07-07T14:08:58.876112,210173,1156890,1156948,,80.0
2026-07-07T14:08:58.876663,210174,1156890,1156941,,80.0
2026-07-07T14:08:58.877884,210175,1156888,1156935,111.1,80.0
2026-07-07T14:08:58.878450,210176,1156891,1156932,111.1,80.0
2026-07-07T14:08:58.878852,210177,1156888,1156939,111.1,80.0
2026-07-07T14:08:58.936088,210178,1156885,1156924,111.1,80.0
2026-07-07T14:08:58.936494,210179,1156894,1156935,111.1,80.0
2026-07-07T14:08:58.937335,210180,1156890,1156935,,80.9
2026-07-07T14:08:58.937664,210181,1156897,1156932,,80.9
2026-07-07T14:08:58.937957,210182,1156898,1156927,,80.9
2026-07-07T14:08:58.938233,210183,1156892,1156924,,80.9
2026-07-07T14:08:58.998700,210184,1156883,1156920,,80.9
2026-07-07T14:08:59.000528,210185,1156885,1156930,,80.9
2026-07-07T14:08:59.001135,210186,1156887,1156927,,80.9
2026-07-07T14:08:59.001677,210187,1156893,1156924,,80.9
2026-07-07T14:08:59.002121,210188,1156889,1156914,,80.9
2026-07-07T14:08:59.002521,210189,1156880,1156917,,80.9
2026-07-07T14:08:59.058895,210190,1156885,1156926,,80.4
2026-07-07T14:08:59.059418,210191,1156884,1156918,,80.4
2026-07-07T14:08:59.059850,210192,1156879,1156912,,80.4
2026-07-07T14:08:59.060240,210193,1156876,1156910,,80.4
2026-07-07T14:08:59.060627,210194,1156874,1156901,,80.4
2026-07-07T14:08:59.061565,210195,1156862,1156912,,84.8
2026-07-07T14:08:59.119493,210196,1156870,1156913,,84.8
2026-07-07T14:08:59.120140,210197,1156879,1156909,,84.8
2026-07-07T14:08:59.120692,210198,1156890,1156903,,84.8
2026-07-07T14:08:59.121210,210199,1156881,1156893,,84.8
2026-07-07T14:08:59.122720,210200,1156876,1156889,,92.7
2026-07-07T14:08:59.123197,210201,1156873,1156891,,92.7
2026-07-07T14:08:59.180744,210202,1156868,1156887,,92.7
2026-07-07T14:08:59.181210,210203,1156866,1156890,,92.7
2026-07-07T14:08:59.181604,210204,1156866,1156890,,92.7
2026-07-07T14:08:59.182642,210205,1156868,1156890,,91.2
2026-07-07T14:08:59.183045,210206,1156872,1156888,,91.2
2026-07-07T14:08:59.183416,210207,1156865,1156891,,91.2
2026-07-07T14:08:59.183786,210208,1156866,1156888,,91.2
2026-07-07T14:08:59.241922,210209,1156859,1156885,,91.2
2026-07-07T14:08:59.244078,210210,1156855,1156894,181.8,87.7
2026-07-07T14:08:59.244708,210211,1156868,1156890,181.8,87.7
2026-07-07T14:08:59.245234,210212,1156863,1156897,181.8,87.7
2026-07-07T14:08:59.245692,210213,1156855,1156898,181.8,87.7
2026-07-07T14:08:59.246032,210214,1156869,1156892,181.8,87.7
2026-07-07T14:08:59.305666,210215,1156856,1156883,136.4,89.1
2026-07-07T14:08:59.306387,210216,1156859,1156885,136.4,89.1
