Timestamp,Count,IR_raw,Red_raw,BPM,SpO2
2026-07-07T14:08:51.561287,209446,1157745,1157743,146.3,85.0
2026-07-07T14:08:51.561654,209447,1157746,1157738,146.3,85.0
2026-07-07T14:08:51.561967,209448,1157745,1157741,146.3,85.0
2026-07-07T14:08:51.562287,209449,1157754,1157727,146.3,85.0
2026-07-07T14:08:51.563629,209450,1157746,1157728,120.0,85.0
2026-07-07T14:08:51.628535,209451,1157736,1157732,120.0,85.0
2026-07-07T14:08:51.629467,209452,1157732,1157736,120.0,85.0
2026-07-07T14:08:51.629850,209453,1157738,1157732,120.0,85.0
2026-07-07T14:08:51.630352,209454,1157734,1157730,120.0,85.0
2026-07-07T14:08:51.631557,209455,1157735,1157727,120.0,85.0
2026-07-07T14:08:51.631920,209456,1157728,1157729,120.0,85.0
2026-07-07T14:08:51.632182,209457,1157726,1157735,120.0,85.0
2026-07-07T14:08:51.688065,209458,1157732,1157739,120.0,85.0
2026-07-07T14:08:51.689061,209459,1157743,1157740,120.0,85.0
2026-07-07T14:08:51.690915,209460,1157740,1157737,120.0,85.1
2026-07-07T14:08:51.691378,209461,1157735,1157735,120.0,85.1
2026-07-07T14:08:51.691780,209462,1157732,1157738,120.0,85.1
2026-07-07T14:08:51.692212,209463,1157736,1157739,120.0,85.1
2026-07-07T14:08:51.750091,209464,1157731,1157738,120.0,85.1
2026-07-07T14:08:51.751696,209465,1157732,1157744,176.5,85.4
2026-07-07T14:08:51.752422,209466,1157736,1157747,176.5,85.4
2026-07-07T14:08:51.753032,209467,1157731,1157743,176.5,85.4
2026-07-07T14:08:51.753462,209468,1157725,1157742,176.5,85.4
2026-07-07T14:08:51.753837,209469,1157725,1157751,176.5,85.4
2026-07-07T14:08:51.754789,209470,1157729,1157744,,86.5
2026-07-07T14:08:51.812907,209471,1157726,1157745,,86.5
2026-07-07T14:08:51.813614,209472,1157719,1157752,,86.5
2026-07-07T14:08:51.814199,209473,1157726,1157750,,86.5
2026-07-07T14:08:51.814665,209474,1157714,1157756,,86.5
2026-07-07T14:08:51.815484,209475,1157709,1157756,,84.7
2026-07-07T14:08:51.815891,209476,1157725,1157749,,84.7
2026-07-07T14:08:51.871775,209477,1157714,1157745,,84.7
2026-07-07T14:08:51.872665,209478,1157705,1157746,,84.7
2026-07-07T14:08:51.873299,209479,1157708,1157745,,84.7
2026-07-07T14:08:51.874350,209480,1157704,1157754,,84.7
2026-07-07T14:08:51.874950,209481,1157697,1157746,,84.7
2026-07-07T14:08:51.875493,209482,1157691,1157736,,84.7
2026-07-07T14:08:51.931530,209483,1157680,1157732,,84.7
2026-07-07T14:08:51.931790,209484,1157670,1157738,,84.7
2026-07-07T14:08:51.932602,209485,1157664,1157734,187.5,85.1
2026-07-07T14:08:51.932886,209486,1157672,1157735,187.5,85.1
2026-07-07T14:08:51.933126,209487,1157653,1157728,187.5,85.1
2026-07-07T14:08:51.994327,209488,1157655,1157726,187.5,85.1
2026-07-07T14:08:51.995168,209489,1157648,1157732,187.5,85.1
2026-07-07T14:08:51.997902,209490,1157646,1157743,187.5,85.5
2026-07-07T14:08:51.998430,209491,1157656,1157740,187.5,85.5
2026-07-07T14:08:51.998867,209492,1157650,1157735,187.5,85.5
2026-07-07T14:08:51.999215,209493,1157660,1157732,187.5,85.5
2026-07-07T14:08:51.999416,209494,1157662,1157736,187.5,85.5
2026-07-07T14:08:52.056842,209495,1157658,1157731,187.5,84.8
2026-07-07T14:08:52.057272,209496,1157657,1157732,187.5,84.8
2026-07-07T14:08:52.057622,209497,1157658,1157736,187.5,84.8
2026-07-07T14:08:52.057941,209498,1157659,1157731,187.5,84.8
2026-07-07T14:08:52.058288,209499,1157668,1157725,187.5,84.8
2026-07-07T14:08:52.059486,209500,1157663,1157725,187.5,83.8
2026-07-07T14:08:52.119454,209501,1157665,1157667,187.5,83.8
2026-07-07T14:08:52.119987,209502,1157657,1157660,187.5,83.8
2026-07-07T14:08:52.120334,209503,1157665,1157672,187.5,83.8
2026-07-07T14:08:52.120632,209504,1157709,1157709,187.5,83.8
2026-07-07T14:08:52.121560,209505,1157654,1157725,181.8,83.2
2026-07-07T14:08:52.178801,209506,1157666,1157714,181.8,83.2
2026-07-07T14:08:52.179359,209507,1157665,1157705,181.8,83.2
2026-07-07T14:08:52.179845,209508,1157655,1157708,181.8,83.2
2026-07-07T14:08:52.180286,209509,1157658,1157704,181.8,83.2
2026-07-07T14:08:52.181478,209510,1157656,1157697,117.6,85.5
2026-07-07T14:08:52.241728,209511,1157653,1157691,117.6,85.5
2026-07-07T14:08:52.242041,209512,1157656,1157680,117.6,85.5
2026-07-07T14:08:52.242291,209513,1157657,1157670,117.6,85.5
2026-07-07T14:08:52.242534,209514,1157661,1157664,117.6,85.5
2026-07-07T14:08:52.243543,209515,1157645,1157672,117.6,85.0
2026-07-07T14:08:52.243859,209516,1157644,1157653,117.6,85.0
2026-07-07T14:08:52.244103,209517,1157660,1157655,117.6,85.0
2026-07-07T14:08:52.303455,209518,1157659,1157648,117.6,85.0
2026-07-07T14:08:52.304095,209519,1157662,1157646,117.6,85.0
2026-07-07T14:08:52.305625,209520,1157648,1157656,117.6,84.5
2026-07-07T14:08:52.306122,209521,1157650,1157650,117.6,84.5
2026-07-07T14:08:52.306598,209522,1157654,1157660,117.6,84.5
2026-07-07T14:08:52.307154,209523,1157648,1157662,117.6,84.5
2026-07-07T14:08:52.364530,209524,1157646,1157658,117.6,84.5
2026-07-07T14:08:52.366329,209525,1157649,1157657,176.5,84.5
2026-07-07T14:08:52.366857,209526,1157646,1157658,176.5,84.5
2026-07-07T14:08:52.367311,209527,1157653,1157659,176.5,84.5
2026-07-07T14:08:52.367816,209528,1157646,1157668,176.5,84.5
2026-07-07T14:08:52.368252,209529,1157646,1157663,176.5,84.5
2026-07-07T14:08:52.426374,209530,1157633,1157665,142.9,84.5
2026-07-07T14:08:52.427018,209531,1157643,1157667,142.9,84.5
2026-07-07T14:08:52.427491,209532,1157646,1157657,142.9,84.5
2026-07-07T14:08:52.428172,209533,1157639,1157660,142.9,84.5
2026-07-07T14:08:52.428624,209534,1157631,1157665,142.9,84.5
2026-07-07T14:08:52.430234,209535,1157637,1157672,142.9,84.5
2026-07-07T14:08:52.486274,209536,1157634,1157654,142.9,84.5
2026-07-07T14:08:52.487023,209537,1157625,1157666,142.9,84.5
2026-07-07T14:08:52.487500,209538,1157618,1157665,142.9,84.5
2026-07-07T14:08:52.488078,209539,1157614,1157655,142.9,84.5
2026-07-07T14:08:52.489348,209540,1157618,1157658,187.5,84.7
2026-07-07T14:08:52.489699,209541,1157621,1157656,187.5,84.7
2026-07-07T14:08:52.548091,209542,1157620,1157653,187.5,84.7
2026-07-07T14:08:52.548765,209543,1157615,1157656,187.5,84.7
2026-07-07T14:08:52.549235,209544,1157612,1157657,187.5,84.7
2026-07-07T14:08:52.550851,209545,1157609,1157661,187.5,84.1
2026-07-07T14:08:52.551366,209546,1157604,1157645,187.5,84.1
2026-07-07T14:08:52.551825,209547,1157594,1157644,187.5,84.1
2026-07-07T14:08:52.607884,209548,1157582,1157660,187.5,84.1
2026-07-07T14:08:52.608500,209549,1157582,1157659,187.5,84.1
2026-07-07T14:08:52.610673,209550,1157581,1157662,187.5,84.1
2026-07-07T14:08:52.611235,209551,1157583,1157648,187.5,84.1
2026-07-07T14:08:52.611749,209552,1157584,1157650,187.5,84.1
2026-07-07T14:08:52.612222,209553,1157575,1157654,187.5,84.1
2026-07-07T14:08:52.668782,209554,1157566,1157648,187.5,84.1
2026-07-07T14:08:52.669882,209555,1157559,1157646,187.5,84.1
2026-07-07T14:08:52.670157,209556,1157557,1157649,187.5,84.1
2026-07-07T14:08:52.670392,209557,1157564,1157646,187.5,84.1
2026-07-07T14:08:52.670643,209558,1157555,1157653,187.5,84.1
2026-07-07T14:08:52.670857,209559,1157561,1157646,187.5,84.1
2026-07-07T14:08:52.730873,209560,1157557,1157646,187.5,84.1
2026-07-07T14:08:52.731414,209561,1157556,1157633,187.5,84.1
2026-07-07T14:08:52.731855,209562,1157564,1157643,187.5,84.1
2026-07-07T14:08:52.732305,209563,1157563,1157646,187.5,84.1
2026-07-07T14:08:52.732693,209564,1157563,1157639,187.5,84.1
2026-07-07T14:08:52.733933,209565,1157569,1157631,120.0,84.1
2026-07-07T14:08:52.734362,209566,1157570,1157637,120.0,84.1
2026-07-07T14:08:52.791338,209567,1157572,1157634,120.0,84.1
2026-07-07T14:08:52.791806,209568,1157579,1157625,120.0,84.1
2026-07-07T14:08:52.792188,209569,1157585,1157618,120.0,84.1
2026-07-07T14:08:52.793286,209570,1157576,1157614,120.0,84.1
2026-07-07T14:08:52.793587,209571,1157577,1157618,120.0,84.1
2026-07-07T14:08:52.854104,209572,1157577,1157621,120.0,84.1
2026-07-07T14:08:52.854915,209573,1157572,1157620,120.0,84.1
2026-07-07T14:08:52.855540,209574,1157577,1157615,120.0,84.1
2026-07-07T14:08:52.857830,209575,1157572,1157612,142.9,84.1
2026-07-07T14:08:52.858878,209576,1157574,1157609,142.9,84.1
2026-07-07T14:08:52.859705,209577,1157565,1157604,142.9,84.1
2026-07-07T14:08:52.860401,209578,1157555,1157594,142.9,84.1
2026-07-07T14:08:52.915618,209579,1157560,1157582,142.9,84.1
2026-07-07T14:08:52.916424,209580,1157566,1157582,117.6,84.1
2026-07-07T14:08:52.916652,209581,1157565,1157581,117.6,84.1
2026-07-07T14:08:52.916874,209582,1157554,1157583,117.6,84.1
2026-07-07T14:08:52.917088,209583,1157558,1157584,117.6,84.1
2026-07-07T14:08:52.917287,209584,1157558,1157575,117.6,84.1
2026-07-07T14:08:52.980006,209585,1157560,1157566,117.6,84.1
2026-07-07T14:08:52.980889,209586,1157575,1157559,117.6,84.1
2026-07-07T14:08:52.981597,209587,1157565,1157557,117.6,84.1
2026-07-07T14:08:52.982157,209588,1157552,1157564,117.6,84.1
2026-07-07T14:08:52.982608,209589,1157558,1157555,117.6,84.1
2026-07-07T14:08:52.983797,209590,1157551,1157561,142.9,84.1
2026-07-07T14:08:52.984111,209591,1157561,1157557,142.9,84.1
2026-07-07T14:08:53.039983,209592,1157560,1157556,142.9,84.1
2026-07-07T14:08:53.041006,209593,1157548,1157564,142.9,84.1
2026-07-07T14:08:53.041631,209594,1157557,1157563,142.9,84.1
2026-07-07T14:08:53.043021,209595,1157543,1157563,120.0,84.1
2026-07-07T14:08:53.043372,209596,1157551,1157569,120.0,84.1
2026-07-07T14:08:53.043687,209597,1157547,1157570,120.0,84.1
2026-07-07T14:08:53.099307,209598,1157547,1157572,120.0,84.1
2026-07-07T14:08:53.099668,209599,1157554,1157579,120.0,84.1
2026-07-07T14:08:53.100776,209600,1157543,1157585,120.0,84.1
2026-07-07T14:08:53.101115,209601,1157547,1157576,120.0,84.1
2026-07-07T14:08:53.101441,209602,1157554,1157577,120.0,84.1
2026-07-07T14:08:53.161660,209603,1157548,1157577,120.0,84.1
2026-07-07T14:08:53.162417,209604,1157544,1157572,120.0,84.1
2026-07-07T14:08:53.164903,209605,1157547,1157577,176.5,84.1
2026-07-07T14:08:53.165601,209606,1157541,1157572,176.5,84.1
2026-07-07T14:08:53.166093,209607,1157552,1157574,176.5,84.1
2026-07-07T14:08:53.166608,209608,1157549,1157565,176.5,84.1
2026-07-07T14:08:53.167034,209609,1157542,1157555,176.5,84.1
2026-07-07T14:08:53.223228,209610,1157526,1157560,187.5,83.9
2026-07-07T14:08:53.223750,209611,1157542,1157566,187.5,83.9
2026-07-07T14:08:53.224159,209612,1157537,1157565,187.5,83.9
2026-07-07T14:08:53.224560,209613,1157531,1157554,187.5,83.9
2026-07-07T14:08:53.224949,209614,1157529,1157558,187.5,83.9
2026-07-07T14:08:53.226181,209615,1157520,1157558,176.5,83.9
2026-07-07T14:08:53.284106,209616,1157513,1157560,176.5,83.9
2026-07-07T14:08:53.284844,209617,1157514,1157575,176.5,83.9
2026-07-07T14:08:53.285366,209618,1157517,1157565,176.5,83.9
2026-07-07T14:08:53.285798,209619,1157515,1157552,176.5,83.9
2026-07-07T14:08:53.287211,209620,1157502,1157558,176.5,83.9
2026-07-07T14:08:53.287572,209621,1157494,1157551,176.5,83.9
2026-07-07T14:08:53.346314,209622,1157497,1157561,176.5,83.9
2026-07-07T14:08:53.347314,209623,1157488,1157560,176.5,83.9
2026-07-07T14:08:53.347913,209624,1157493,1157548,176.5,83.9
2026-07-07T14:08:53.349635,209625,1157489,1157557,176.5,83.9
2026-07-07T14:08:53.350114,209626,1157490,1157543,176.5,83.9
2026-07-07T14:08:53.350570,209627,1157483,1157551,176.5,83.9
2026-07-07T14:08:53.408209,209628,1157488,1157547,176.5,83.9
2026-07-07T14:08:53.408763,209629,1157494,1157547,176.5,83.9
2026-07-07T14:08:53.410484,209630,1157486,1157554,187.5,83.9
2026-07-07T14:08:53.410971,209631,1157487,1157543,187.5,83.9
2026-07-07T14:08:53.411361,209632,1157481,1157547,187.5,83.9
2026-07-07T14:08:53.411703,209633,1157490,1157554,187.5,83.9
2026-07-07T14:08:53.411999,209634,1157490,1157548,187.5,83.9
2026-07-07T14:08:53.470419,209635,1157498,1157544,187.5,83.9
2026-07-07T14:08:53.470840,209636,1157498,1157547,187.5,83.9
2026-07-07T14:08:53.471142,209637,1157492,1157541,187.5,83.9
2026-07-07T14:08:53.471408,209638,1157499,1157552,187.5,83.9
2026-07-07T14:08:53.471664,209639,1157495,1157549,187.5,83.9
2026-07-07T14:08:53.533126,209640,1157499,1157542,187.5,83.9
2026-07-07T14:08:53.533635,209641,1157502,1157526,187.5,83.9
2026-07-07T14:08:53.534070,209642,1157501,1157542,187.5,83.9
2026-07-07T14:08:53.534411,209643,1157498,1157537,187.5,83.9
2026-07-07T14:08:53.534805,209644,1157496,1157531,187.5,83.9
2026-07-07T14:08:53.535695,209645,1157489,1157529,176.5,83.9
2026-07-07T14:08:53.535951,209646,1157493,1157520,176.5,83.9
2026-07-07T14:08:53.592422,209647,1157491,1157513,176.5,83.9
2026-07-07T14:08:53.593186,209648,1157485,1157514,176.5,83.9
2026-07-07T14:08:53.593975,209649,1157496,1157517,176.5,83.9
2026-07-07T14:08:53.595853,209650,1157488,1157515,176.5,83.9
2026-07-07T14:08:53.596392,209651,1157505,1157502,176.5,83.9
2026-07-07T14:08:53.596859,209652,1157505,1157494,176.5,83.9
2026-07-07T14:08:53.653512,209653,1157502,1157497,176.5,83.9
2026-07-07T14:08:53.654051,209654,1157490,1157488,176.5,83.9
2026-07-07T14:08:53.655494,209655,1157483,1157493,176.5,83.9
2026-07-07T14:08:53.655984,209656,1157493,1157489,176.5,83.9
2026-07-07T14:08:53.656747,209657,1157491,1157490,176.5,83.9
2026-07-07T14:08:53.657172,209658,1157489,1157483,176.5,83.9
2026-07-07T14:08:53.714861,209659,1157493,1157488,176.5,83.9
2026-07-07T14:08:53.716258,209660,1157484,1157494,153.8,83.9
2026-07-07T14:08:53.716647,209661,1157485,1157486,153.8,83.9
2026-07-07T14:08:53.716964,209662,1157474,1157487,153.8,83.9
2026-07-07T14:08:53.717243,209663,1157478,1157481,153.8,83.9
2026-07-07T14:08:53.717505,209664,1157481,1157490,153.8,83.9
2026-07-07T14:08:53.780310,209665,1157476,1157490,176.5,83.9
2026-07-07T14:08:53.780940,209666,1157482,1157498,176.5,83.9
2026-07-07T14:08:53.781422,209667,1157472,1157498,176.5,83.9
2026-07-07T14:08:53.781908,209668,1157489,1157492,176.5,83.9
2026-07-07T14:08:53.782412,209669,1157484,1157499,176.5,83.9
2026-07-07T14:08:53.784277,209670,1157474,1157495,176.5,83.9
2026-07-07T14:08:53.841196,209671,1157476,1157499,176.5,83.9
2026-07-07T14:08:53.841954,209672,1157473,1157502,176.5,83.9
2026-07-07T14:08:53.842557,209673,1157479,1157501,176.5,83.9
2026-07-07T14:08:53.843146,209674,1157482,1157498,176.5,83.9
2026-07-07T14:08:53.845023,209675,1157476,1157496,187.5,83.9
2026-07-07T14:08:53.845516,209676,1157474,1157489,187.5,83.9
2026-07-07T14:08:53.845920,209677,1157477,1157493,187.5,83.9
2026-07-07T14:08:53.903639,209678,1157480,1157491,187.5,83.9
2026-07-07T14:08:53.903924,209679,1157463,1157485,187.5,83.9
2026-07-07T14:08:53.904705,209680,1157464,1157496,187.5,83.4
2026-07-07T14:08:53.904965,209681,1157465,1157488,187.5,83.4
2026-07-07T14:08:53.905189,209682,1157455,1157505,187.5,83.4
2026-07-07T14:08:53.905391,209683,1157450,1157505,187.5,83.4
2026-07-07T14:08:53.966258,209684,1157458,1157502,187.5,83.4
2026-07-07T14:08:53.968181,209685,1157453,1157490,153.8,81.9
2026-07-07T14:08:53.968693,209686,1157442,1157483,153.8,81.9
2026-07-07T14:08:53.969301,209687,1157422,1157493,153.8,81.9
2026-07-07T14:08:53.969792,209688,1157421,1157491,153.8,81.9
2026-07-07T14:08:53.970174,209689,1157422,1157489,153.8,81.9
2026-07-07T14:08:54.028799,209690,1157418,1157493,176.5,82.3
2026-07-07T14:08:54.029614,209691,1157420,1157484,176.5,82.3
2026-07-07T14:08:54.030226,209692,1157416,1157485,176.5,82.3
2026-07-07T14:08:54.030760,209693,1157413,1157474,176.5,82.3
2026-07-07T14:08:54.030998,209694,1157417,1157478,176.5,82.3
2026-07-07T14:08:54.031734,209695,1157416,1157481,153.8,82.3
2026-07-07T14:08:54.031959,209696,1157417,1157476,153.8,82.3
2026-07-07T14:08:54.087632,209697,1157414,1157482,153.8,82.3
2026-07-07T14:08:54.088364,209698,1157416,1157472,153.8,82.3
2026-07-07T14:08:54.089197,209699,1157424,1157489,153.8,82.3
2026-07-07T14:08:54.090658,209700,1157422,1157484,176.5,83.6
2026-07-07T14:08:54.091026,209701,1157423,1157474,176.5,83.6
2026-07-07T14:08:54.091346,209702,1157420,1157476,176.5,83.6
2026-07-07T14:08:54.146841,209703,1157418,1157473,176.5,83.6
2026-07-07T14:08:54.147738,209704,1157414,1157479,176.5,83.6
2026-07-07T14:08:54.149559,209705,1157414,1157482,157.9,82.1
2026-07-07T14:08:54.149957,209706,1157423,1157476,157.9,82.1
2026-07-07T14:08:54.150335,209707,1157421,1157474,157.9,82.1
2026-07-07T14:08:54.207128,209708,1157417,1157477,157.9,82.1
2026-07-07T14:08:54.207637,209709,1157413,1157480,157.9,82.1
2026-07-07T14:08:54.209215,209710,1157412,1157463,157.9,83.5
2026-07-07T14:08:54.209645,209711,1157416,1157464,157.9,83.5
2026-07-07T14:08:54.210035,209712,1157408,1157465,157.9,83.5
2026-07-07T14:08:54.210409,209713,1157405,1157455,157.9,83.5
2026-07-07T14:08:54.269280,209714,1157406,1157450,157.9,83.5
2026-07-07T14:08:54.270920,209715,1157400,1157458,157.9,85.7
2026-07-07T14:08:54.271334,209716,1157400,1157453,157.9,85.7
2026-07-07T14:08:54.271686,209717,1157404,1157442,157.9,85.7
2026-07-07T14:08:54.272117,209718,1157414,1157422,157.9,85.7
2026-07-07T14:08:54.272457,209719,1157406,1157421,157.9,85.7
2026-07-07T14:08:54.332634,209720,1157405,1157422,157.9,83.7
2026-07-07T14:08:54.333376,209721,1157396,1157418,157.9,83.7
2026-07-07T14:08:54.333892,209722,1157395,1157420,157.9,83.7
2026-07-07T14:08:54.334293,209723,1157393,1157416,157.9,83.7
2026-07-07T14:08:54.334637,209724,1157394,1157413,157.9,83.7
2026-07-07T14:08:54.335810,209725,1157388,1157417,157.9,85.1
2026-07-07T14:08:54.336108,209726,1157389,1157416,157.9,85.1
2026-07-07T14:08:54.391832,209727,1157386,1157417,157.9,85.1
2026-07-07T14:08:54.392357,209728,1157389,1157414,157.9,85.1
2026-07-07T14:08:54.392773,209729,1157386,1157416,157.9,85.1
2026-07-07T14:08:54.393846,209730,1157384,1157424,157.9,85.0
2026-07-07T14:08:54.394130,209731,1157382,1157422,157.9,85.0
2026-07-07T14:08:54.394387,209732,1157382,1157423,157.9,85.0
2026-07-07T14:08:54.453335,209733,1157384,1157420,157.9,85.0
2026-07-07T14:08:54.454017,209734,1157386,1157418,157.9,85.0
2026-07-07T14:08:54.455521,209735,1157388,1157414,157.9,85.0
2026-07-07T14:08:54.455939,209736,1157376,1157414,157.9,85.0
2026-07-07T14:08:54.456233,209737,1157372,1157423,157.9,85.0
2026-07-07T14:08:54.456491,209738,1157374,1157421,157.9,85.0
2026-07-07T14:08:54.515347,209739,1157377,1157417,157.9,85.0
2026-07-07T14:08:54.517292,209740,1157376,1157413,157.9,85.0
2026-07-07T14:08:54.517763,209741,1157371,1157412,157.9,85.0
2026-07-07T14:08:54.518130,209742,1157368,1157416,157.9,85.0
2026-07-07T14:08:54.518476,209743,1157367,1157408,157.9,85.0
2026-07-07T14:08:54.518816,209744,1157366,1157405,157.9,85.0
2026-07-07T14:08:54.575955,209745,1157372,1157406,157.9,85.0
2026-07-07T14:08:54.576516,209746,1157368,1157400,157.9,85.0
2026-07-07T14:08:54.577010,209747,1157371,1157400,157.9,85.0
2026-07-07T14:08:54.577504,209748,1157363,1157404,157.9,85.0
2026-07-07T14:08:54.578088,209749,1157351,1157414,157.9,85.0
2026-07-07T14:08:54.579216,209750,1157362,1157406,157.9,85.0
2026-07-07T14:08:54.636967,209751,1157363,1157405,157.9,85.0
2026-07-07T14:08:54.637594,209752,1157360,1157396,157.9,85.0
2026-07-07T14:08:54.638170,209753,1157350,1157395,157.9,85.0
2026-07-07T14:08:54.638703,209754,1157340,1157393,157.9,85.0
2026-07-07T14:08:54.639913,209755,1157330,1157394,157.9,85.0
2026-07-07T14:08:54.640291,209756,1157324,1157388,157.9,85.0
2026-07-07T14:08:54.699256,209757,1157316,1157389,157.9,85.0
2026-07-07T14:08:54.699822,209758,1157330,1157386,157.9,85.0
2026-07-07T14:08:54.700180,209759,1157318,1157389,157.9,85.0
2026-07-07T14:08:54.701761,209760,1157320,1157386,157.9,86.9
2026-07-07T14:08:54.702070,209761,1157319,1157384,157.9,86.9
2026-07-07T14:08:54.702318,209762,1157320,1157382,157.9,86.9
2026-07-07T14:08:54.702554,209763,1157310,1157382,157.9,86.9
2026-07-07T14:08:54.759761,209764,1157319,1157384,157.9,86.9
2026-07-07T14:08:54.761351,209765,1157327,1157386,157.9,87.5
2026-07-07T14:08:54.761783,209766,1157321,1157388,157.9,87.5
2026-07-07T14:08:54.762144,209767,1157327,1157376,157.9,87.5
2026-07-07T14:08:54.762460,209768,1157331,1157372,157.9,87.5
2026-07-07T14:08:54.819876,209769,1157334,1157374,157.9,87.5
2026-07-07T14:08:54.821880,209770,1157326,1157377,157.9,87.6
2026-07-07T14:08:54.822422,209771,1157323,1157376,157.9,87.6
2026-07-07T14:08:54.822837,209772,1157329,1157371,157.9,87.6
2026-07-07T14:08:54.823193,209773,1157333,1157368,157.9,87.6
2026-07-07T14:08:54.823596,209774,1157332,1157367,157.9,87.6
2026-07-07T14:08:54.880675,209775,1157327,1157366,146.3,87.6
2026-07-07T14:08:54.881035,209776,1157323,1157372,146.3,87.6
2026-07-07T14:08:54.881377,209777,1157319,1157368,146.3,87.6
2026-07-07T14:08:54.881758,209778,1157328,1157371,146.3,87.6
2026-07-07T14:08:54.882062,209779,1157326,1157363,146.3,87.6
2026-07-07T14:08:54.882896,209780,1157322,1157351,146.3,87.6
2026-07-07T14:08:54.940747,209781,1157328,1157362,146.3,87.6
2026-07-07T14:08:54.941082,209782,1157324,1157363,146.3,87.6
2026-07-07T14:08:54.941342,209783,1157325,1157360,146.3,87.6
2026-07-07T14:08:54.941756,209784,1157330,1157350,146.3,87.6
2026-07-07T14:08:54.942638,209785,1157337,1157340,157.9,87.6
2026-07-07T14:08:54.942906,209786,1157329,1157330,157.9,87.6
2026-07-07T14:08:55.002352,209787,1157324,1157324,157.9,87.6
2026-07-07T14:08:55.002843,209788,1157323,1157316,157.9,87.6
2026-07-07T14:08:55.003198,209789,1157317,1157330,157.9,87.6
2026-07-07T14:08:55.004252,209790,1157313,1157318,157.9,86.2
2026-07-07T14:08:55.004509,209791,1157319,1157320,157.9,86.2
2026-07-07T14:08:55.004750,209792,1157316,1157319,157.9,86.2
2026-07-07T14:08:55.004959,209793,1157313,1157320,157.9,86.2
2026-07-07T14:08:55.062360,209794,1157315,1157310,157.9,86.2
2026-07-07T14:08:55.064145,209795,1157320,1157319,157.9,86.1
2026-07-07T14:08:55.064567,209796,1157307,1157327,157.9,86.1
2026-07-07T14:08:55.064978,209797,1157306,1157321,157.9,86.1
2026-07-07T14:08:55.065399,209798,1157311,1157327,157.9,86.1
2026-07-07T14:08:55.065753,209799,1157302,1157331,157.9,86.1
2026-07-07T14:08:55.126733,209800,1157313,1157334,157.9,85.0
2026-07-07T14:08:55.127302,209801,1157312,1157326,157.9,85.0
2026-07-07T14:08:55.127692,209802,1157308,1157323,157.9,85.0
2026-07-07T14:08:55.128017,209803,1157306,1157329,157.9,85.0
2026-07-07T14:08:55.128381,209804,1157312,1157333,157.9,85.0
2026-07-07T14:08:55.129479,209805,1157308,1157332,157.9,85.0
2026-07-07T14:08:55.187116,209806,1157307,1157327,157.9,85.0
2026-07-07T14:08:55.187606,209807,1157303,1157323,157.9,85.0
2026-07-07T14:08:55.188068,209808,1157303,1157319,157.9,85.0
2026-07-07T14:08:55.188481,209809,1157291,1157328,157.9,85.0
2026-07-07T14:08:55.189858,209810,1157300,1157326,157.9,85.0
2026-07-07T14:08:55.190206,209811,1157296,1157322,157.9,85.0
2026-07-07T14:08:55.247709,209812,1157293,1157328,157.9,85.0
2026-07-07T14:08:55.248230,209813,1157301,1157324,157.9,85.0
